NAME,NSC,SMILES
203,BRD-K34485477,CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCN3CCOCC3)OC1CNC)C(C)CO
204,dacarbazine,CN(C)N=NC1=C(NC=N1)C(=O)N
205,FQI-2,CCOC1=CC=CC=C1C2=CC(=O)NC3=CC4=C(C=C23)OCO4
207,ouabain,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
208,BRD6340,C1=CC=C2C(=C1)C3=CC=CC=C3N2CCC4=NC5=CC=CC=C5N4
209,niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
210,darinaparsin,C[As](C)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
211,KU-60019,CC1CN(CC(O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
212,I-BET151,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC
213,StemRegenin 1,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O
214,NPC-26,CCOC(=O)C1=C(SC2=C1CC(NC2(C)C)(C)C)NC(=O)C3=CC=C(S3)[N+](=O)[O-]
215,triazolothiadiazine,C1=C2C(=NN=N2)SN=N1
216,CD-1530,C1C2CC3CC1CC(C2)(C3)C4=C(C=C5C=CC(=CC5=C4)C6=CC=C(C=C6)C(=O)O)O
217,etoposide,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
218,SB-525334,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3
219,nakiterpiosin,CC1CC(OC1=O)C(C(C2=C(C3=C(C=C2)C4CC(C56C(OCC(O5)CC6(C4C3=O)C)O)Br)C)C(Cl)Cl)O
220,PF-3758309,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)NC(CN(C)C)C5=CC=CC=C5)SC=C2
221,LY-2183240,CN(C)C(=O)N1C(=NN=N1)CC2=CC=C(C=C2)C3=CC=CC=C3
222,lenvatinib,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
223,ML031,CC1=CC(=C(N1CC2=CC=CC=C2)C)C(=O)CN3C(=O)CCC3=O
224,NSC19630,CCC(=O)OCN1C(=O)C=CC1=O
225,NSC 74859,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
226,palmostatin B,CCCCCCCCCCC1C(OC1=O)CCC2=CC(=C(C=C2)OC)OC
227,BRD-K34222889,COC1=CC=C(C=C1)C#CC2=CCCN(C2=O)C(=O)C=CC3=CC(=C(C(=C3)OC)OC)OC
228,sunitinib,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
229,myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
230,SNS-032,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3
231,MLN2480,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
232,PF-4800567 hydrochloride,C1COCCC1N2C3=NC=NC(=C3C(=N2)COC4=CC(=CC=C4)Cl)N.Cl
233,BRD-K16147474,CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC(C)C)OC1CN(C)S(=O)(=O)C)C(C)CO
234,BRD-K37390332,CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3=CC=NC=C3)OC1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)C(C)CO
235,WP1130,CCCC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N
236,BRD-K44224150,CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)C3CCCCC3)OC1CNC)C(C)CO
237,ML083,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4
238,BRD-K41597374,CC1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CC3CCCC3)OC1CN(C)C(=O)NC4=C(C=CC(=C4)F)F)C(C)CO
239,BRD-K45681478,C=CCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl
240,NSC48300,C1=CC(=CC=C1CC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O
241,IU1,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3
242,BMS-195614,CC1(CC=C(C2=C1C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)O)C4=CC5=CC=CC=C5N=C4)C
243,CIL55,CN(C)CCNC(=O)C1=CC2=C(S1)C3=C(C=C(C=C3)Cl)SC2
244,Ki8751,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC(=C(C=C3)NC(=O)NC4=C(C=C(C=C4)F)F)F
245,GMX-1778,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl
246,Repligen 136,CC1=CC=C(C=C1)C(=O)NCCCCCC(=O)NC2=C(C=C(C=C2)F)N
247,SR1001,CC1=C(SC(=N1)NC(=O)C)S(=O)(=O)NC2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
248,BRD-K48334597,CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)CC3=CN(C4=CC=CC=C43)C)OC1CN(C)C(=O)NC5CCCCC5)C(C)CO
249,BRD-K48477130,CC1=C2C(C3=C(CC(CC3=O)(C)C)NC2=NN1)C4=CC=CC=C4
250,nintedanib,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
251,GSK2636771,CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C(C=C(C=C32)N4CCOCC4)C(=O)O)C
252,BRD-K49290616,C1CC(C(OC1CC(=O)NCC2=NC=NC=C2)CO)NC(=O)C3=CC=C(C=C3)F
253,dasatinib,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
254,PRIMA-1-Met,COCC1(C(=O)C2CCN1CC2)CO
255,abiraterone,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O
256,sildenafil,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
257,NVP-TAE684,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
258,necrostatin-7,C1=CC(=CC=C1C2=C(C=NN2)C=C3C(=O)N(C(=N)S3)C4=NC=CS4)F
259,canertinib,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
260,HBX-41108,C1=CC2=C(C=C1Cl)C(=O)C3=NC(=C(N=C23)C#N)C#N
261,BRD-K50799972,CC(C)(C)S(=O)N1CC2=CC(=NC(=C2C1CCO)C3=CC=CC(=C3)C4=CC=CC=C4OC)C(=O)NCC5=CC=NC=C5
262,BRD-K51490254,C1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)C(=O)NO
263,cabozantinib,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
264,TPCA-1,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F
265,CAY10576,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC
266,BRD-K51831558,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=NN(C3=CC(=C2)Br)C(C)C)C
267,BRD-K52037352,CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)NC3CCCCC3)OC1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)C(C)CO
268,pandacostat,C1=CC(=CC=C1C=CC(=O)NO)C(=O)NN=CC2=C(C(=C(C=C2)O)O)O
269,ELCPK,C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=C(C=C3)C4=CN=C(O4)C5CC5
270,betulinic acid,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O
271,tacedinaline,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N
272,AZD7545,CC(C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O
273,methylstat,COC(=O)C=CC(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O
274,tivozanib,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
275,cerulenin,CC=CCC=CCCC(=O)C1C(O1)C(=O)N
276,JW-55,COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CO4
277,GDC-0941,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
278,ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
279,TW-37,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C
280,JQ-1,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C
281,WAY-362450,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F
282,BYL-719,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F
283,BRD-K55116708,CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)OC1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)C(C)CO
284,SZ4TA2,CC1(CCN(CC1)C2=CC=C(C=C2)C(=O)NS(=O)(=O)C3=CC(=C(C=C3)NCCSC4=CC=CC=C4)[N+](=O)[O-])C
285,rigosertib,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)O
286,isonicotinohydroxamic acid,C1=CN=CC=C1C(=O)NO
287,epigallocatechin-3-monogallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
288,topotecan,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl
289,MGCD-265,CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F
290,ABT-737,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
291,vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
292,selumetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
293,marinopyrrole A,C1=CC=C(C(=C1)C(=O)C2=CC(=C(N2C3=C(NC(=C3Cl)Cl)C(=O)C4=CC=CC=C4O)Cl)Cl)O
294,AT13387,CC(C)C1=CC(=C(C=C1O)O)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C
295,daporinad,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3
296,AZD6482,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3C(=O)O)N4CCOCC4
297,AZ-3146,CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC
298,DBeQ,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4
299,tozasertib,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C
300,bardoxolone methyl,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C
301,methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
302,mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
303,ML029,CC1=CC2=C(C=C1C)N(C(=N2)NCCCO)CC(=O)C3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C
304,serdemetan,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
305,MG-132,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
306,PYR-41,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2
307,CAL-101,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
308,cyanoquinoline 11,C1=CC(=C(C=C1NC2=C3C=C(C=C(C3=NC=C2C#N)Cl)NCC4=CN=CN4)Cl)F
309,Mdivi-1,COC1=C(C=C(C(=C1)N2C(=O)C3=CC=CC=C3NC2=S)Cl)Cl
310,BRD-A94377914,CC(=O)CCCCCC(C(=O)NC1CCCCN1C)C(=O)NC2=NC(=CS2)C3=CC=CC=C3
311,BRD-K61166597,C1=CSC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=C(C=C3)C(=O)NCCC4=CC=NC=C4
312,SB-225002,C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br
313,CAY10594,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCNC(=O)C4=CC5=CC=CC=C5C=C4
314,Compound 7d-cis,CCOC(=O)C=CN1N=C(N=N1)C2=CC(=CC=C2)Cl
315,SB-743921,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C
316,BRD1835,CC1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CCC3CCCC3)OC1CN(C)CC4=CC=C(C=C4)C(=O)O)C(C)CO
317,BRD-K41334119,CC1CN(C(=O)CC2=C(C=CC(=C2)NS(=O)(=O)C)OC1CNC)C(C)CO
318,MK-1775,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O
319,BRD-K42260513,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCNCC5)C(C)C)C
320,ZSTK474,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5
323,gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
324,barasertib,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
325,necrosulfonamide,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C=CC3=CC=C(S3)[N+](=O)[O-]
326,MI-1,CC1(CN=C(S1)N2CCN(CC2)C3=C4C5=C(CCCC5)SC4=NC=N3)C
327,apicidin,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC
329,tretinoin,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
330,ABT-199,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
331,PHA-793887,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C
332,BI-2536,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
333,neopeltolide,CCCC1CC(CC(CC2CC(CC(O2)CC(=O)O1)OC(=O)C=CCCC3=COC(=N3)C=CCNC(=O)OC)C)OC
334,AZD1480,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F
335,afatinib,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4
336,semagacestat,CC(C)C(C(=O)NC(C)C(=O)NC1C2=CC=CC=C2CCN(C1=O)C)O
338,KH-CB19,CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)C(=CN)C#N
339,BRD-K66453893,CC1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)OC1CN(C)S(=O)(=O)C3=CC=C(C=C3)Cl)C(C)CO
341,BRD-K66532283,C1CC=C(C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N
342,pifithrin-alpha,CC1=CC=C(C=C1)C(=O)CN2C3=C(CCCC3)SC2=N.Br
343,Compound 23 citrate,CC12CCC3C4CCC(CC4CCC3C1CC=C2C5=CC6=C(C=C5)C=NC=C6)N(C)C
344,SB-431542,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
345,pevonedistat,C1CC2=CC=CC=C2C1NC3=C4C=CN(C4=NC=N3)C5CC(C(C5)O)COS(=O)(=O)N
346,PI-103,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O
347,MK-2206,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
348,KU-0063794,CC1CN(CC(O1)C)C2=NC3=C(C=CC(=N3)C4=CC(=C(C=C4)OC)CO)C(=N2)N5CCOCC5
349,alvocidib,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
350,NSC95397,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO
352,GDC-0879,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO
353,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
355,erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
356,ibrutinib,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N
357,masitinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5
358,SNX-2112,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C
359,neuronal differentiation inducer III,C1CC1NC(=O)C2=NOC(=C2)C3=CC=CS3
360,SRT-1720,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5
361,BEC,B(CCSCC(C(=O)O)N)(O)O
362,Ch-55,CC(C)(C)C1=CC(=CC(=C1)C(=O)C=CC2=CC=C(C=C2)C(=O)O)C(C)(C)C
363,BRD-K71781559,C1=CC=C2C=C3C(=CC2=C1)NC(=N3)CNC4=CC=C(C=C4)C(=O)O
364,BRD5468,COC(=O)C(CC#CC1=CC2=C(C=C1)NC(=O)C23C(C4C(=O)OC(C(N4C3C5=CC=CC=C5OCCO)C6=CC=CC=C6)C7=CC=CC=C7)C(=O)N8CCN(CC8)C9=NC=CC=N9)C(=O)OC
365,N9-isopropylolomoucine,CC(C)N1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3
367,WZ4002,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC
369,curcumin,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
370,BRD-K28456706,CC1=C(OC2=C1C3=CC=CC=C3C=C2)[N+](=O)[O-]
371,NSC632839,CC1=CC=C(C=C1)C=C2CNCC(=CC3=CC=C(C=C3)C)C2=O.Cl
372,pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
373,BRD-K75293299,CC1CN(C(=O)C2=C(C(=CC=C2)NC(=O)C3=CC=NC=C3)OC1CN(C)C(=O)NC4=CC=CC5=CC=CC=C54)C(C)CO
374,alisertib,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
375,XL765,CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC
376,IC-87114,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C=NC5=C(N=CN=C54)N
377,JW-74,CC1=CC=C(C=C1)C2=NOC(=N2)CSC3=NN=C(N3C4=CC=C(C=C4)OC)C5=CC=NC=C5
378,omacetaxine mepesuccinate,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
379,BIRB-796,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
380,Ko-143,CC(C)CC1C2=C(CC3N1C(=O)C(NC3=O)CCC(=O)OC(C)(C)C)C4=C(N2)C=C(C=C4)OC
381,purmorphamine,C1CCC(CC1)N2C=NC3=C(N=C(N=C32)OC4=CC=CC5=CC=CC=C54)NC6=CC=C(C=C6)N7CCOCC7
382,TG-100-115,C1=CC(=CC(=C1)O)C2=NC3=C(N=C(N=C3N=C2C4=CC(=CC=C4)O)N)N
383,A-804598,CC(C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=C2C=CC=N3
384,vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
385,UNC0321,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C)OC)OCCOCCN(C)C
386,entinostat,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
387,YM-155,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]
388,crizotinib,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
389,EX-527,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
390,LY-2157299,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N
391,manumycin A,CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(C2C(C1=O)O2)(C=CC=CC=CC(=O)NC3=C(CCC3=O)O)O
392,decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
393,PF-543,CC1=CC(=CC(=C1)OCC2=CC=C(C=C2)CN3CCCC3CO)CS(=O)(=O)C4=CC=CC=C4
394,CIL55A,CN(C)CCNC(=O)C1=CC2=C(S1)C3=C(C=CC(=C3)Cl)SC2
395,AZD8055,CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
396,ML203,C1CN(CCN(C1)S(=O)(=O)C2=CC=CC(=C2)N)S(=O)(=O)C3=CC4=C(C=C3)OCCO4
397,KPT185,CC(C)OC(=O)C=CN1C=NC(=N1)C2=CC(=CC(=C2)OC)C(F)(F)F
398,vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
399,ML312,CC1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC(C)C)OC1CN(C)S(=O)(=O)C3=CC=C(C=C3)Cl)C(C)CO
400,tanespimycin,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC
401,silmitasertib,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4
402,nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
403,parthenolide,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
404,etomoxir,CCOC(=O)C1(CO1)CCCCCCOC2=CC=C(C=C2)Cl
405,navitoclax,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
406,WZ8040,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)SC4=CC=CC(=C4)NC(=O)C=C)Cl
407,PF-750,C1CN(CCC1CC2=CC3=CC=CC=C3N=C2)C(=O)NC4=CC=CC=C4
408,vincristine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
409,ML320,CC1(CC2=C(C(C3=C(NN=C3N2)C(F)(F)F)C4=CC=CC=C4OC)C(=O)C1)C
410,nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
411,CAY10618,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CCCCCCCN3C=C(N=N3)C4=CN=CC=C4
412,PL-DI,CN(CCOC1=C(C=C(C=C1OC)C=CC(=O)N2CCC=CC2=O)OC)CCOC3=C(C=C(C=C3OC)C=CC(=O)N4CCC=CC4=O)OC
